(Per Quintal/Taka),,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
185,",,",",, ,,
Red","4,904","5,197","4,927","5,030","5,398","5,490",-,"5,773","5,956","6,058","5,978","6,155",
,,,,,,,,,,,,,,,"5,533"
186,",,",Brinjal,-,-,-,-,"5,685","9,309",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"7,497"
187,",,",Patal,201,204,208,212,211,225,213,222,223,226,-,230,
,,,,,,,,,,,,,,,216
188,",,",Chalcumra,358,339,349,353,366,386,376,364,361,362,346,360,
,,,,,,,,,,,,,,,360
189,",,",Pumpkin,300,284,283,299,312,354,345,333,291,294,282,284,
,,,,,,,,,,,,,,,305
190,",,",Lao,-,"2,123","2,050","2,115","2,384",-,"2,915","2,842","3,173","3,418","3,265","2,515",
,,,,,,,,,,,,,,,"2,680"
191,",,",Uchehhe,-,-,-,-,-,"1,941","2,029","2,560",-,-,-,-,
,,,,,,,,,,,,,,,"2,177"
192,Vegetable :,Karalla,"2,755","2,734","2,705","2,718","2,754","2,785","2,796","3,048","3,060","3,067","2,744","2,780",
,,,,,,,,,,,,,,,"2,829"
