Sl no,Name of Comodity,,Year-2020,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
253,,Sugar-foreign,62.89,63.63,65.15,66.14,65.80,65.67,65.91,67.59,71.44,-,-,-,66.02
254,Gur,Sugarcane,76.13,76.57,77.37,78.01,77.86,77.64,78.33,78.25,80.13,-,-,-,77.81
255,,Dates,109.46,110.32,111.76,110.22,112.05,111.66,109.16,105.91,106.72,-,-,-,109.70
256,Salt,With Iodine,29.89,36.05,29.50,29.51,29.52,29.61,29.52,29.61,29.49,-,-,-,30.30
257,",,",loose,20.35,18.87,19.64,19.10,19.40,19.40,19.61,19.69,19.13,-,-,-,19.47
258,Vushi,Mashur,30.65,30.71,30.44,30.64,30.53,30.37,33.76,34.05,32.92,-,-,-,31.56
259,",,",Chola,40.27,40.05,39.46,39.14,39.54,39.45,40.01,39.91,39.89,-,-,-,39.75
260,",,",Kheshari,37.30,36.80,37.39,36.90,37.07,36.48,36.97,36.47,37.18,-,-,-,36.95
261,",,",Wheat,33.23,33.27,33.31,33.66,33.47,33.58,33.60,33.35,33.83,-,-,-,33.50
262,",,",Rice kura,16.29,16.47,17.16,17.18,17.20,16.96,16.57,16.54,16.87,-,-,-,16.80
263,",,",Lakri cherai Mango,6.60,6.87,6.90,6.84,6.86,6.79,6.42,11.63,5.34,-,-,-,7.14
